# First field is # dimensions of each datapoint, 2nd is gesture class, Next fields are raw time series in order t_f1[0], t_f2[0], t_f3[0] etc. where f1, f2, etc are features and [0] is time
2,1,63.5,66.07777404785156,63.5,66.07777404785156,63.42708206176758,66.57291412353516,63.42708206176758,66.57291412353516,0.122222900390625,0.6722259521484375,0.122222900390625,0.6722259521484375,0.2530975341796875,0.2469024658203125,0.2530975341796875,0.2469024658203125,0.6868057250976562,0.48958587646484375,0.6868057250976562,0.48958587646484375,2.064716339111328,1.1121597290039062,2.064716339111328,1.1121597290039062,4.1180572509765625,2.1875,4.1180572509765625,2.1875,7.065177917480469,2.8780975341796875,7.065177917480469,2.8780975341796875,9.572914123535156,1.9951400756835938,9.572914123535156,1.9951400756835938,10.570877075195312,0.5280227661132812,10.570877075195312,0.5280227661132812,10.346847534179688,-1.3726730346679688,10.346847534179688,-1.3726730346679688,9.430778503417969,-4.041801452636719,9.430778503417969,-4.041801452636719,6.9977874755859375,-7.459156036376953,6.9977874755859375,-7.459156036376953,3.0107803344726562,-10.473785400390625,3.0107803344726562,-10.473785400390625,-0.21912384033203125,-11.289985656738281,-0.21912384033203125,-11.289985656738281,-3.3701324462890625,-10.358222961425781,-3.3701324462890625,-10.358222961425781,-7.60699462890625,-9.158435821533203,-7.60699462890625,-9.158435821533203,-11.702377319335938,-7.464286804199219,-11.702377319335938,-7.464286804199219,-13.5601806640625,-4.158641815185547,-13.5601806640625,-4.158641815185547,-13.231483459472656,-0.35802459716796875,-13.231483459472656,-0.35802459716796875,-11.830131530761719,3.3211517333984375,-11.830131530761719,3.3211517333984375,-9.440738677978516,7.358024597167969,-9.440738677978516,7.358024597167969,-6.378204345703125,10.195514678955078,-6.378204345703125,10.195514678955078,-2.2494964599609375,11.055557250976562,-2.2494964599609375,11.055557250976562,2.0,11.0,2.0,11.0,6.671718597412109,11.194442749023438,6.671718597412109,11.194442749023438,10.25,9.25,10.25,9.25,10.203704833984375,5.379631042480469,10.203704833984375,5.379631042480469,
2,1,5.306488037109375,1.2920379638671875,9.698844909667969,2.0398788452148438,12.343643188476562,2.2494430541992188,7.0371551513671875,0.9574050903320312,7.0371551513671875,0.9574050903320312,3.8037261962890625,0.2035064697265625,1.1589279174804688,-0.0060577392578125,1.510833740234375,-0.33948516845703125,1.510833740234375,-0.33948516845703125,0.39580535888671875,-0.531463623046875,0.39580535888671875,-0.531463623046875,-0.095611572265625,-0.4239501953125,
2,1,0.00466156005859375,-0.148406982421875,0.00466156005859375,-0.148406982421875,0.0400238037109375,-0.1082305908203125,0.0400238037109375,-0.1082305908203125,0.05550384521484375,-0.0477752685546875,0.05550384521484375,-0.0477752685546875,0.07662200927734375,-0.04805755615234375,0.07662200927734375,-0.04805755615234375,0.00627899169921875,0.03762054443359375,0.00627899169921875,0.03762054443359375,-0.085693359375,0.0382232666015625,
